headlines,sources,links,head_line,Date,story
BRIEF-Reliance Industries - JIO ARPU During The Qtr At 140.3 Rupees Per Subscriber Per Month - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries--jio-arpu-during-the-qtr-at-1403-rupees-per-subscriber-per-month-2356561,BRIEF-Reliance Industries - JIO ARPU During The Qtr At 140.3 Rupees Per Subscriber Per Month,"Reuters
Stock Market News
2020-07-30 14:24","July 30 (Reuters) - Reliance Industries Ltd RELI.NS :
* JUNE QUARTER GRM AT $6.3/BBL- CNBC-TV18
* LTD - REFINING AND PETROCHEMICAL BUSINESSES OPERATED OVER 90% CAPACITY DURING LOCKDOWN
* LTD SAYS JIO ARPU DURING THE QUARTER OF 140.3 RUPEES PER SUBSCRIBER PER MONTH
* LTD - JIO TOTAL CUSTOMER BASE AS ON JUNE 30 OF 398.3 MILLION
* LTD SAYS JIO'S MONTHLY CHURN RATE FOR WIRELESS SUBSCRIBERS AT ONLY 0.46% DURING THE QUARTER.
* ""SEVERE DEMAND DESTRUCTION DUE TO GLOBAL LOCKDOWNS IMPACTED OUR HYDROCARBONS BUSINESS"" IN QUARTER
* NATIONAL LOCKDOWN DROVE AVERAGE WIRELESS DATA CONSUMPTION PER USER PER MONTH TO 12.1 GB FOR JIO
* LTD - JIO SAW WIRELESS GROSS ADDITION OF 15.1 MILLION DURING THE QUARTER
* LTD - JIO MONTHLY CHURN RATE FOR WIRELESS SUBSCRIBERS AT ONLY 0.46% DURING THE QUARTER
* LTD - PROCESS OF CONVERTING INITIAL TEST USERS OF JIO FIBER TO PAID-PLANS IS LARGELY COMPLETE WITH MORE THAN 1 MILLION HOME USERS
* AT RELIANCE RETAIL, STORE FUNCTIONING & DIGITAL COMMERCE FULFILMENT WAS SEVERELY IMPACTED IN QUARTER BY LOCKDOWN & RESTRICTIONS
* ""DECISIVE ACTIONS ARE BEING TAKEN ACROSS"" RELIANCE RETAIL BUSINESS TO ADAPT FOR POST COVID WORLD"
BRIEF-Amazon And Reliance Industries Limited Have Held Talks For A Possible Deal In Reliance Retail - ET Now - Investing.com India,Investing.com,https://in.investing.com/news/briefamazon-and-reliance-industries-limited-have-held-talks-for-a-possible-deal-in-reliance-retail--et-now-2344791,BRIEF-Amazon And Reliance Industries Limited Have Held Talks For A Possible Deal In Reliance Retail - ET Now,"Reuters
Stock Market News
2020-07-23 10:00","July 23 (Reuters) -
* AMAZON AND RELIANCE INDUSTRIES LIMITED HAVE HELD TALKS FOR A POSSIBLE DEAL IN RELIANCE RETAIL - ET NOW
* PRELIMINARY DISCUSSIONS ON FOR AMAZON TO TAKE A 9.9% STAKE IN RELIANCE RETAIL - ET NOW"
"BRIEF-India’s Reliance Industries Chairman Says Jio Has Designed, Developed 5G Tech Solutions - Investing.com India",Investing.com,https://in.investing.com/news/briefindias-reliance-industries-chairman-says-jio-has-designed-developed-5g-tech-solutions-2333513,"BRIEF-India's Reliance Industries Chairman Says Jio Has Designed, Developed 5G Tech Solutions","Reuters
Stock Market News
2020-07-15 09:18","July 15 (Reuters) - Reliance Industries Ltd RELI.NS :
* INDIA'S RELIANCE INDUSTRIES CHAIRMAN SAYS PARTNERS WITH GOOGLE
* INDIA'S RELIANCE INDUSTRIES CHAIRMAN SAYS JIO HAS DESIGNED AND DEVELOPED 5G TECH SOLUTIONS
* INDIA'S RELIANCE INDUSTRIES CHAIRMAN SAYS JIO TO BE EXPORTER OF 5G SOLUTIONS
* INDIA'S RELIANCE LAUNCHES JIO GLASSES FOR VIDEO AND AUDIO
* RELIANCE SAYS READY TO ROLL OUT 5G AS SOON AS AIRWAVES AVAILABLE"
BRIEF-India’s Reliance Industries Chairman Says To Work With Google On Building Affordable Smartphone - Investing.com India,Investing.com,https://in.investing.com/news/briefindias-reliance-industries-chairman-says-to-work-with-google-on-building-affordable-smartphone-2333677,BRIEF-India's Reliance Industries Chairman Says To Work With Google On Building Affordable Smartphone,"Reuters
Stock Market News
2020-07-15 10:36","July 15 (Reuters) - Reliance Industries Ltd RELI.NS :
* RELIANCE INDUSTRIES CHAIRMAN SAYS HAVE RECEIVED STRONG (NOT STOCK) INTEREST FROM INVESTORS FOR INVESTMENT IN RELIANCE RETAIL
* RELIANCE INDUSTRIES CHAIRMAN SAYS IS ACCELERATING THE ROLLOUT OF JIO MART
* GOOGLE'S PICHAI SAYS INVESTMENT IN JIO PLATFORMS THE FIRST FROM CO'S $10 BILLION INDIA DIGITIZATION FUND
* INDIA'S RELIANCE INDUSTRIES CHAIRMAN SAYS TO WORK WITH GOOGLE ON BUILDING AN AFFORDABLE SMARTPHONE
* RELIANCE INDUSTRIES CHAIRMAN SAYS JIOMART TO SELL ELECTRONICS, FASHION, GROCERIES"
BRIEF-Reliance Industries Chairman Says Committed To Long-Term Partnership With Saudi Aramco - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-chairman-says-committed-to-longterm-partnership-with-saudi-aramco-2333676,BRIEF-Reliance Industries Chairman Says Committed To Long-Term Partnership With Saudi Aramco,"Reuters
Stock Market News
2020-07-15 10:36","July 15 (Reuters) - Saudi Arabian Oil Co 2222.SE :
* RELIANCE INDUSTRIES CHAIRMAN SAYS EXPECT TO COMPLETE PARTNERSHIP WITH SAUDI ARAMCO IN EARLY 2021 (NOT 2020)
* RELIANCE INDUSTRIES CHAIRMAN SAYS TO INDUCT INVESTORS IN RELIANCE RETAIL IN NEXT FEW QUARTERS
* RELIANCE INDUSTRIES CHAIRMAN SAYS COMMITTED TO LONG-TERM PARTNERSHIP WITH SAUDI ARAMCO"
Top Stock Picks For Tuesday’s Session: Buy Reliance Industries And Mphasis - Investing.com India,Investing.com,https://in.investing.com/analysis/top-stock-picks-for-tuesdays-session-buy-reliance-industries-and-mphasis-200441573,Top Stock Picks For Tuesday's Session: Buy Reliance Industries And Mphasis,"Market Overview
2020-07-07 02:16
Editors Pick","As of 6th July 2020, the market closed on a positive note for the fourth consecutive day and hit its four-month high as a result of positive global cues. Financial, Auto, Energy IT, and Metal indices led the momentum. Sensex closed at 36487.28 which was 156.30 points or 1.29 percent up, and the Nifty50 closed at 10763.70 which was 156.30 points or 1.47 percent up. In benchmark index Nifty50, 40 out of 50 stocks closed positive. M&M, Baja Finance, and Hindalco were among the top gainers while Bajaj-Auto, GAIL and Bharti Airtel (NS: BRTI ) were among the top losers. For the trading session of 7th July 2020, for Nifty 10690 and 10550 will act as key support level while 10850 and 10922 will act as a key resistance level and for BSE Sensex , 36200 and 35800 will act as key support levels while 36800 and 37200 will act as a key resistance level.
 
Buy: Reliance Industries (NS: RELI ) Limited (Above Rs.1858)
Target (NYSE:TGT): Rs 1895
Stop loss: Rs 1830
As on the 6th of July, 2020 the share price of Reliance Industries Limited (RELIANCE) gained over 3 percent intraday to hit its all-time high of 1858. Price closed on a positive note for the 4th consecutive session on Monday. The stock is trading above all its important moving averages and trading in higher high & higher low formation. We recommend traders to initiate long position above 1858.
 
Buy: Mphasis Ltd (NS: MBFL ) (Above Rs. 915)
Target: Rs 940
Stop loss: Rs 895
The share price of MphasiS Limited (MPHASIS) closed positive for the fourth consecutive day on Monday. During the session, the price has jumped over 4 percent intraday. The stock is sustaining above all the important Moving Averages and RSI is above the centerline. We recommend traders to initiate long position above 915.
 
Disclaimer: The analyst does not hold a position in any of the stocks mentioned above. "
Will Reliance Industries Be The Next General Electric? - Investing.com India,Investing.com,https://in.investing.com/analysis/will-reliance-industries-be-the-next-general-electric-200441533,Will Reliance Industries Be The Next General Electric?,"Stock Market Analysis
2020-07-06 12:59
Editors Pick","Reliance Industries (NS: RELI ) is the largest company in India, and so was General Electric (NYSE: GE ) in the US during the year, 2000. Like General Electric; Reliance is not a pure-play business, it has many divisions, which requires extensive management. Though RIL has now turned net-debt free, the retail segment in the near future is likely to incur additional expenses, while contributing little to the company’s overall revenue.

Even though GE’s current management is trying hard to turn the company around, the coronavirus has impacted GE's aviation unit; a unit that is crucial to the company's profitability. GE's aviation unit makes airplane engines for Boeing (NYSE: BA ) and Airbus, and is GE's most profitable division, generating $32.9 billion in revenue for the company in 2019. That's 34% of total revenues. With travel having been ground to a halt during the virus pandemic, airplane companies aren't ordering new planes or plane parts. GE's aviation unit is in the process of laying off 10% of its U.S. workforce as of March 2020. Coming back to Reliance Industries; the near future looks good for the conglomerate, however, things may go downhill if extensive supervision and excellent financial position are not maintained as General Electric’s problems began due to debt, and even now GE’s balance sheet is considered very opaque. The good thing with RIL is that the company’s balance sheet is in great condition at the moment, stakeholders need not worry currently, but need to remain cautious for the long term.

As it is the case with every company, for expanding operations, capital is required, which is often procured by way of debt. From this point forward, RIL cannot turn back and take on debt to finance projects, they have to remain net debt-free to win and maintain stakeholder confidence. This ultimately is a concern as the company might not be able to capitalize on opportunities as it could have with the easily accessible debt.

RIL though already a stable company seems to be stabilizing even more, by reducing debt, which ultimately means – prioritizing on making the current businesses grow and improving the overall company’s efficiency and profit margins. RIL has too many moving parts. And unlike some pure-play companies that do not require constant supervision; Reliance Industries would need consistent direction and sound management at all times to remain on track, which can turn into the GE of India in the near future.

GE, it is certainly not running out of business yet, but there’s serious work to be done. General Electric was the part of the Dow for more than 100 years and was replaced by Walgreens Boots Alliance (NASDAQ: WBA ) in June 2018. When most people think “GE,” they probably think about light bulbs, televisions, and washing machines. GE was born out of the race to provide affordable light and electricity to fuel the growth of industrial America and quickly became a household name. As of February 2020, shares have fallen a whopping 59% since January 2017, when the company announced it would cut 12,000 jobs. The company’s market cap, which stood at $262 billion at the time, has fallen significantly to less than $100 billion."
BRIEF-Reliance Industries Says Intel To Invest 18.95 Bln Rupees In Jio Platforms - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-says-intel-to-invest-1895-bln-rupees-in-jio-platforms-2319810,BRIEF-Reliance Industries Says Intel To Invest 18.95 Bln Rupees In Jio Platforms,"Reuters
Stock Market News
2020-07-03 02:54","July 3 (Reuters) - Reliance Industries Ltd RELI.NS :
* INTEL CAPITAL, INVESTMENT ARM OF INTEL CORPORATION, TO INVEST 18.95 BILLION RUPEES IN JIO PLATFORMS
* INTEL CAPITAL'S INVESTMENT WILL TRANSLATE INTO A 0.39% EQUITY STAKE IN JIO PLATFORMS ON A FULLY DILUTED BASIS"
What Is The Short And Long-Term Trend In Reliance Industries? - Investing.com India,Investing.com,https://in.investing.com/analysis/what-is-the-short-and-longterm-trend-in-reliance-industries-200441316,What Is The Short And Long-Term Trend In Reliance Industries?,"Stock Market Analysis
2020-06-29 04:33
Editors Pick","Of late, Reliance Industries (NS: RELI ) has been the talk of the town as the firm has inked several new investment deals which have led to its share price rallying. However, for the past one week, the stock’s price has been stuck in a box range pattern which I believe will determine the equity’s future trend. Thus, I will give a breakdown of what levels short term traders ought to watch and what levels long term traders ought to track.
Short term traders have the potential of making a quick return from the equity in the coming sessions. This is as the stock in the short term is stuck between the bulls and the bears as Reliance Industries is trading within a box range pattern. The key resistance zone short term traders ought to monitor is between Rs 1,781 and Rs 1,798. Whilst, the key support zone is between Rs 1,694 and Rs 1,677. In the short term if the stock were to break the resistance level at Rs 1,798 then we can expect a quick up move until Rs 1,853. But, if the stock were to break the support level at Rs 1,677, then the stock can be shorted until the support zone at Rs 1,597. 
 
Moreover, on Friday, the equity made a decent comeback after having four bearish trading sessions. Thus, short term traders can use a break of Friday’s high to aim for the top of the box range or a break of last week’s low as a sign to short the stock until the box range support zone. But, do keep a keen eye on the intraday chart patterns as the market has been very volatile in the past few weeks. Moreover, one positive I saw on Friday was that most large-cap stocks in the equity market saw a decent level of profit booking. However, the profit booking level seen in Reliance Industries was negligible, which is a positive sign for the stock.
 
Medium and long-term investors are not in the game of catching smaller moves. The critical support zone these investors ought to monitor is at Rs 1,597. This is as the level is an important support zone on multiple timeframes, plus many technicals are converging around this price zone. Thus, as long as the equity maintains itself above this price level, it can be categorized as being in a strong uptrend. If it were to break this level with a bearish pattern, then I would advise investors to book their profits. On the upside, if the stock were to break the resistance level at Rs 1,811 then investors can add in some more capital with a price target of Rs 2,095.
 
On the whole, Reliance Industries is in a strong uptrend. Thus, the current hiccup in the stock price is due to the market condition rather than a stock-specific issue. This is as the Nifty and Sensex are in a dicey position. Therefore, there is still a lot of potential left in the stock for long-term traders as the upswing momentum is still strong. 
 
Good luck trading.
 
Disclaimer: The investments discussed by Sandeep Singh Ahluwalia may not be suitable for all investors. Therefore, you must trust your analysis and judgment before making investment decisions. The report provided is for informational purposes only and should not be interpreted as a proposition to buy or sell any securities."
Fundamental Pick: Reliance Industries- Being The Best Version of Itself! - Investing.com India,Investing.com,https://in.investing.com/analysis/fundamental-pick-reliance-industries-being-the-best-version-of-itself-200441009,Fundamental Pick: Reliance Industries- Being The Best Version of Itself!,"Market Overview
2020-06-20 12:05","Reliance Industries (NS: RELI ) Limited (RIL) is an Indian multinational conglomerate company headquartered in Mumbai, Maharashtra. Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources, retail, and telecommunications. Reliance is one of the most profitable companies in India, the largest publicly traded company in India by market capitalization.
RELIANCE has been in news quite often in recent times. Since weeks we are coming across news of Reliance getting hands joined with different parties like Silver Lake, Vista, General Atlantic, KKR, and Mubadala Investment Company. The company has been putting efforts into spreading wings geographically as well as in terms of diversification.
With these current actions that the company has initiated its debt would reduce significantly. Due to this, investors are even ready to buy the right shares issued on June 15, 2020, at a premium as well. In the span of 3 years i.e. from March 2018 to March 2020 company’s sales have increased by 52.36% i.e. from INR 391,677 crores to INR 596,743 crores. In the same span company’s bottom line has increased from INR 36,021 crores to INR 39,773 crores. Though the company’s quarterly results are not so appealing but looking at its yearly performance and constant endeavor of the company to be the best version of themselves every day is what makes it attractive buy with a target price of INR 1800."
India’s Reliance Industries becomes ‘net debt free’ - Investing.com India,Investing.com,https://in.investing.com/news/indias-reliance-industries-becomes-net-debt-free-2301648,India's Reliance Industries becomes 'net debt free',"Reuters
Stock Market News
2020-06-19 03:42",June 19 (Reuters) - Indian conglomerate Reliance Industries Ltd RELI.NS said on Friday that it became net debt free after raising over 1.69 trillion rupees ($22.15 billion) over the last few weeks through stake sales in its digital arm and a rights issue. ($1 = 76.2880 Indian rupees)
BRIEF-Reliance Industries Says Co Has Become Net Debt-Free - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-says-co-has-become-net-debtfree-2301666,BRIEF-Reliance Industries Says Co Has Become Net Debt-Free,"Reuters
Stock Market News
2020-06-19 04:00","June 19 (Reuters) - Reliance Industries Ltd RELI.NS :
* NET-DEBT WAS 1.61 TRLN RUPEES AS ON 31ST MARCH 2020; RIL HAS BECOME NET DEBT-FREE"
"BRIEF-Reliance Industries Says To Move Towards Listing Of Jio, Reliance Retail Within Next Five Years - Investing.com India",Investing.com,https://in.investing.com/news/briefreliance-industries-says-to-move-towards-listing-of-jio-reliance-retail-within-next-five-years-2301665,"BRIEF-Reliance Industries Says To Move Towards Listing Of Jio, Reliance Retail Within Next Five Years","Reuters
Stock Market News
2020-06-19 04:00","June 19 (Reuters) - Reliance Industries Ltd RELI.NS :
* RELIANCE INDUSTRIES LTD SAYS WILL MOVE TOWARDS LISTING OF JIO AND RELIANCE RETAIL WITHIN NEXT FIVE YEARS"
BRIEF-India’s Reliance Industries Says Saudi Arabia’s PIF To Invest 113.67 Bln Rupees In Jio Platforms - Investing.com India,Investing.com,https://in.investing.com/news/briefindias-reliance-industries-says-saudi-arabias-pif-to-invest-11367-bln-rupees-in-jio-platforms-2300596,BRIEF-India's Reliance Industries Says Saudi Arabia's PIF To Invest 113.67 Bln Rupees In Jio Platforms,"Reuters
Stock Market News
2020-06-18 11:24","June 18 (Reuters) - Reliance Industries (NS: RELI ):
* INDIA'S RELIANCE INDUSTRIES SAYS PUBLIC INVESTMENT FUND TO INVEST 113.67 BILLION RUPEES IN DIGITAL UNIT JIO PLATFORMS
* RELIANCE SAYS PIF TO GET 2.32% STAKE IN JIO PLATFORMS"
BRIEF-Reliance Industries’ Jio Platforms Gets 113.67 Bln Rupees Investment From Saudi’s PIF - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-jio-platforms-gets-11367-bln-rupees-investment-from-saudis-pif-2300530,BRIEF-Reliance Industries' Jio Platforms Gets 113.67 Bln Rupees Investment From Saudi's PIF,"Reuters
Stock Market News
2020-06-18 10:48","June 18 (Reuters) - Reliance Industries Ltd RELI.NS :
* THE PUBLIC INVESTMENT FUND TO INVEST 113.67 BILLION RUPEES IN JIO PLATFORMS
* PIF'S INVESTMENT TRANSLATES TO 2.32% STAKE IN JIO PLATFORMS"
"Nifty rise led by financials, Reliance Industries - Investing.com India",Investing.com,https://in.investing.com/news/indian-shares-rise-led-by-financials-reliance-industries-2286671,"Nifty rise led by financials, Reliance Industries","Reuters
Stock Market News
2020-06-08 04:00","BENGALURU, June 8 (Reuters) - Indian shares rose on Monday, lifted by gains in financials and a surge in Reliance Industries after its digital unit received multiple investments over the last three days, while upbeat U.S. jobs data perked up broader risk appetite.
The NSE Nifty 50 bluechip index .NSEI rose 1.73% to 10,313 by 0346 GMT, while the S&P BSE Sensex .BSESN was up 1.79% at 34,901.41. Both the indexes have gained over 11% in the past two weeks.
Among individual stocks, Reliance Industries RELI.NS rose 2.1% after it said on Sunday that the Abu Dhabi Investment Authority will buy 1.16% of its digital unit Jio Platforms for 56.83 billion rupees ($752 million). Friday, Abu Dhabi's state fund Mubadala Investment Co said it would purchase a 1.85% stake in Jio Platforms for 90.93 billion rupees, while private equity fund Silver Lake, co-investors said they would invest extra $601 million in Jio. shares hit a fresh record high of 1,618.40 rupees on Monday. The Nifty banking index .NSEBANK gained 3%.
Meanwhile, U.S. stock futures and Asian shares advanced on Monday after a surprise recovery in U.S. employment gave further confidence of a quick economic recovery. MKTS/GLOB"
BRIEF-Reliance Industries Says Mubadala To Invest 90.93 Billion Rupees In Jio Platforms - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-says-mubadala-to-invest-9093-billion-rupees-in-jio-platforms-2284113,BRIEF-Reliance Industries Says Mubadala To Invest 90.93 Billion Rupees In Jio Platforms,"Reuters
Stock Market News
2020-06-04 21:12","June 4 (Reuters) - Reliance Industries Ltd RELI.NS :
* RELIANCE INDUSTRIES SAYS MUBADALA TO INVEST 90.93 BILLION RUPEES IN JIO PLATFORMS
* RELIANCE INDUSTRIES SAYS MUBADALA'S INVESTMENT WILL TRANSLATE INTO A 1.85% EQUITY STAKE IN JIO PLATFORMS ON A FULLY DILUTED BASIS Further company coverage: RELI.NS"
"Reliance Industries closes $7 bln rights issue, India’s largest ever - Investing.com India",Investing.com,https://in.investing.com/news/reliance-industries-closes-7-bln-rights-issue-indias-largest-ever-2282786,"Reliance Industries closes $7 bln rights issue, India's largest ever","Reuters
Stock Market News
2020-06-04 06:30","MUMBAI, June 4 (Reuters) - India's oil-to-telecoms giant Reliance Industries RELI.NS on Wednesday closed a $7 billion rights issue, India's largest ever, luring buyers in with a rare deferred payment offer.
Proceeds from the issue, also ranked as one of the world's biggest by a non-financial company based on Dealogic data, will aid Reliance's plan to slash net debt to zero this year.
The issue was subscribed about 1.6 times, in ""a vote of confidence, by both domestic investors, foreign investors and small retail shareholders, in the intrinsic strength of the Indian economy"", billionaire owner Mukesh Ambani said a statement late on Wednesday.
Reliance launched the issue last month, offering existing shareholders one new share for 15 held at a discounted price of 1,257 rupees ($17) apiece.
Investors could pay only a quarter of the price upfront, and the rest in two instalments until November 2021.
Also, in a first, Reliance said the partly paid up shares could be traded on stock exchanges, giving investors a chance to buy more of the discounted issue than the entitlement and making it an attractive bet for arbitrage players.
The shares will be allotted on June 10 and listed on the exchanges on June 12, the conglomerate has said.
India is coming out of a two-month nationwide lockdown imposed to curb the spread of coronavirus that has brought economic activity to a standstill, with markets correcting sharply and deal activity slowing to a trickle.
Still, in the past six weeks, Reliance's digital business - known as Jio Platforms - has raised a staggering $10 billion from global investors, including Facebook FB.O and private equity like Silver Lake and KKR & Co Inc KKR.N .
The funds are set to help Reliance eliminate its $21.4 billion net debt this year.
With a crash in oil prices, Reliance's shares hit a two-year low late March. Since then, the deal spree and the rights issue have propelled shares to a near record high, trading at 1,570 rupees at 0600 GMT on Thursday.
Promoters - as controlling stakeholders are called in India - hold a little over 50% of Reliance. ($1 = 75.4550 Indian rupees)"
BRIEF-Reliance industries says its rights issue of 531.24 billion rupees oversubscribed by about 1.59 times - Investing.com India,Investing.com,https://in.investing.com/news/briefreliance-industries-says-its-rights-issue-of-53124-billion-rupees-oversubscribed-by-about-159-times-2282023,BRIEF-Reliance industries says its rights issue of 531.24 billion rupees oversubscribed by about 1.59 times,"Reuters
Stock Market News
2020-06-03 16:12","By Manoj Kumar
NEW DELHI, June 3 (Reuters) - Reliance industries ltd RELI.NS says its rights issue of 531.24 bln rupees oversubscribed by about 1.59 times Reliance industries ltd RELI.NS says equity shares to be alloted by june 10"
"UPDATE 4-KKR to invest $1.5 bln in Reliance Industries’ digital unit, its biggest deal in Asia",Investing.com,https://in.investing.com/news/kkr-to-invest-15-bln-in-reliance-industries-digital-unit-biggest-deal-in-asia-2267495,"UPDATE 4-KKR to invest $1.5 bln in Reliance Industries' digital unit, its biggest deal in Asia","Reuters
Stock Market News
2020-05-22 02:54","* KKR to gain 2.32% in Jio Platforms
* Jio Platforms raises a total of $10 bln in a month
* Investors include Facebook, General Atlantic and Silver Lake
* Deals to help Reliance eliminate $21.4 bln in net debt
* For Factbox on Jio Platforms and Reliance, see link to Factbox)
By Sankalp Phartiyal
NEW DELHI, May 22 (Reuters) - KKR & Co Inc KKR.N will invest $1.5 billion in Reliance Industries ' RELI.NS Jio Platforms, its biggest investment in Asia to date and bringing the amount of new funds raised by the Indian digital company this month to a massive $10 billion.
Jio Platforms, which houses movie, music apps and telecoms venture Jio Infocomm, has now sold a combined stake of just over 17% in five fundraising deals led by Facebook Inc FB.O which spent $5.7 billion to take 9.99%.
The deals highlight Jio Platforms' potential to become the dominant player in India's digital economy. The telecoms unit has already decimated several rivals with cut-throat pricing, while it can count on Reliance's retail network to expand e-commerce. It is also working on connected cars, security systems and smart homes.
KKR's purchase of a 2.32% stake for 113.67 billion rupees, pegs Jio Platforms' equity value at roughly $65 billion, making it India's second most valuable standalone tech firm after IT services company Tata Consultancy Services TCS.NS .
""We are investing behind Jio Platforms' impressive momentum, world-class innovation and strong leadership team,"" Henry Kravis, co-founder and co-CEO of the U.S. buyout firm, said in a statement on Friday.
The $10 billion in new funds raised will also help Reliance meet its target of eliminating $21.4 billion in net debt this year. The oil-to-telecoms giant, controlled by Asia's richest man Mukesh Ambani, is also selling $7 billion in new shares.
Often saying ""data is the new oil"", Ambani has sought to diversify his empire away from energy and petrochemicals, beginning in 2016 with the establishment of Jio Infocomm which is now India's biggest telecom carrier with more than 376 million subscribers.
The other recent investors were General Atlantic, Silver Lake and Vista Equity Partners.
KKR has invested more than $30 billion in tech companies, including China's ByteDance and Indonesian digital payments firm GoJek. ($1 = 75.7850 Indian rupees)"
"UPDATE 4-KKR to invest $1.5 bln in Reliance Industries’ digital unit, its biggest deal in Asia",Investing.com,https://in.investing.com/news/update-1kkr-to-invest-15-bln-in-reliance-industries-digital-unit-biggest-deal-in-asia-2267495,"UPDATE 4-KKR to invest $1.5 bln in Reliance Industries' digital unit, its biggest deal in Asia","Reuters
Stock Market News
2020-05-22 02:54","* KKR to gain 2.32% in Jio Platforms
* Jio Platforms raises a total of $10 bln in a month
* Investors include Facebook, General Atlantic and Silver Lake
* Deals to help Reliance eliminate $21.4 bln in net debt
* For Factbox on Jio Platforms and Reliance, see link to Factbox)
By Sankalp Phartiyal
NEW DELHI, May 22 (Reuters) - KKR & Co Inc KKR.N will invest $1.5 billion in Reliance Industries ' RELI.NS Jio Platforms, its biggest investment in Asia to date and bringing the amount of new funds raised by the Indian digital company this month to a massive $10 billion.
Jio Platforms, which houses movie, music apps and telecoms venture Jio Infocomm, has now sold a combined stake of just over 17% in five fundraising deals led by Facebook Inc FB.O which spent $5.7 billion to take 9.99%.
The deals highlight Jio Platforms' potential to become the dominant player in India's digital economy. The telecoms unit has already decimated several rivals with cut-throat pricing, while it can count on Reliance's retail network to expand e-commerce. It is also working on connected cars, security systems and smart homes.
KKR's purchase of a 2.32% stake for 113.67 billion rupees, pegs Jio Platforms' equity value at roughly $65 billion, making it India's second most valuable standalone tech firm after IT services company Tata Consultancy Services TCS.NS .
""We are investing behind Jio Platforms' impressive momentum, world-class innovation and strong leadership team,"" Henry Kravis, co-founder and co-CEO of the U.S. buyout firm, said in a statement on Friday.
The $10 billion in new funds raised will also help Reliance meet its target of eliminating $21.4 billion in net debt this year. The oil-to-telecoms giant, controlled by Asia's richest man Mukesh Ambani, is also selling $7 billion in new shares.
Often saying ""data is the new oil"", Ambani has sought to diversify his empire away from energy and petrochemicals, beginning in 2016 with the establishment of Jio Infocomm which is now India's biggest telecom carrier with more than 376 million subscribers.
The other recent investors were General Atlantic, Silver Lake and Vista Equity Partners.
KKR has invested more than $30 billion in tech companies, including China's ByteDance and Indonesian digital payments firm GoJek. ($1 = 75.7850 Indian rupees)"
India’s Reliance Industries says KKR to invest $1.5 bln in digital unit - Investing.com India,Investing.com,https://in.investing.com/news/indias-reliance-industries-says-kkr-to-invest-15-bln-in-digital--unit-2267459,India's Reliance Industries says KKR to invest $1.5 bln in digital unit,"Reuters
Stock Market News
2020-05-22 02:00","NEW DELHI, May 22 (Reuters) - Indian oil-to-telecoms conglomerate Reliance Industries RELI.NS said on Friday U.S. private equity firm KKR KKR.N will buy 2.32% of its digital unit Jio Platforms for 113.67 billion rupees ($1.50 billion).
Jio Platforms, which houses Reliance's digital businesses, including its telecoms venture Jio Infocomm, has now won a total of 785.62 billion rupees from marquee investors including Facebook Inc FB.O , General Atlantic, Silverlake and Vista Equity Partners in just a month. ($1 = 75.6230 Indian rupees)"
